score,title,year,authors,doi,url,type,databases,queries
2,Introduction,2025,Mira Moldawer,10.4324/9781003642626-1,https://doi.org/10.4324/9781003642626-1,book-chapter,Crossref,evidence self-authorship AI agent
2,Model predictive control for nitrous oxide mitigation in a full-scale wastewater treatment plant: A data-driven simulation study,2025,Laura Debel Hansen; Peter Alexander Stentoft; Mikkel Stokholm-Bjerregaard; Daniel Ortíz-Arroyo; Petar Durdevic,https://doi.org/10.1016/j.jwpe.2025.108128,https://doi.org/10.1016/j.jwpe.2025.108128,article,OpenAlex,AI model configuration management baseline revalidation
2,Operational Separation of Duties,2025,,10.1007/978-3-030-71522-9_300667,https://doi.org/10.1007/978-3-030-71522-9_300667,book-chapter,Crossref,separation of duties AI engineering agents
2,Origins and Chronicles of Human Hacking,2025,Erfan Koza; Asiye Öztürk; Michael Willer,10.1007/978-3-662-72084-4_1,https://doi.org/10.1007/978-3-662-72084-4_1,book-chapter,Crossref,grader hacking reward hacking evaluator manipulation agent
2,Performance Comparison of Large Language Models on Brazil’s Medical Revalidation Exam for Foreign-Trained Graduates,2025,Renato Freitas Bessa; Adonias Caetano de Oliveira; Rafael Freitas Bessa; Daniel Lima Sousa; Rafaela de Brito Alves; Amanda G. Barbosa; Alinne Carneiro; Carla Soares,https://doi.org/10.3390/app15137134,https://doi.org/10.3390/app15137134,article,OpenAlex,AI model configuration management baseline revalidation
2,Persona Hybrid Authorship,2025,Mira Moldawer,10.4324/9781003642626-3,https://doi.org/10.4324/9781003642626-3,book-chapter,Crossref,evidence self-authorship AI agent
2,Regulatory Perspectives for AI/ML Implementation in Pharmaceutical GMP Environments,2025,Sarfaraz K. Niazi,https://doi.org/10.3390/ph18060901,https://doi.org/10.3390/ph18060901,article,OpenAlex,continuous assurance AI systems revalidation
2,Resenha de Hacking hybrid media: power and practice in an age of manipulation,2025,Joao Carlos Sousa,10.1590/1983-3652.2025.56424,https://doi.org/10.1590/1983-3652.2025.56424,journal-article,Crossref,grader hacking reward hacking evaluator manipulation agent
2,Responsible AI in structural engineering: a framework for ethical use,2025,Vagelis Plevris; Haidar Hosamo,https://doi.org/10.3389/fbuil.2025.1612575,https://doi.org/10.3389/fbuil.2025.1612575,article,OpenAlex,continuous assurance AI systems revalidation
2,Semantic composition of robotic solver algorithms on graph structures,2025,Sven Schneider; Nico Hochgeschwender; Herman Bruyninckx,10.3389/frobt.2024.1363150,https://doi.org/10.3389/frobt.2024.1363150,journal-article,Crossref,solver verifier independence AI
2,Static Separation of Duties,2025,,10.1007/978-3-030-71522-9_300951,https://doi.org/10.1007/978-3-030-71522-9_300951,book-chapter,Crossref,separation of duties AI engineering agents
2,"The Autonomous Compliance-to-Code (AC2C) Framework: A Generative AI-Powered Paradigm for Mapping IoT Data Flows to GDPR, HIPAA, and NIS2",2025,Adetunji Oludele Adebayo; Omowunmi Folashayo Makinde; O. Olasehan; Nathaniel Adeniyi Akande; Udoka Cynthia Duruemeruo,10.37502/ijsmr.2025.81208,https://www.semanticscholar.org/paper/b22ad824a91bf2dd68901e31866721aaf5ac8623,JournalArticle,Semantic Scholar,assurance case autonomous AI agent
2,The Gulf pushes for AI independence,2025,Hakim Hacid,10.1038/d44148-025-00142-0,https://doi.org/10.1038/d44148-025-00142-0,journal-article,Crossref,solver verifier independence AI
2,Unlocking Scale,2025,,10.1002/9781394344345.ch7,https://doi.org/10.1002/9781394344345.ch7,other,Crossref,operational ontology decision rights AI agents
2,"A scholarly dialogue: writing scholarship, authorship, academic integrity and the challenges of AI",2024,Beck Wise; Lisa Emerson; Ariella Van Luyn; Bronwen Patricia Dyson; Collin Bjork; Susan E. Thomas,https://doi.org/10.1080/07294360.2023.2280195,https://doi.org/10.1080/07294360.2023.2280195,article,OpenAlex,evidence self-authorship AI agent
2,AI for tribology: Present and future,2024,Nian Yin; Pufan Yang; Songkai Liu; Shuaihang Pan; Zhinan Zhang,https://doi.org/10.1007/s40544-024-0879-2,https://doi.org/10.1007/s40544-024-0879-2,article,OpenAlex,separation of duties AI engineering agents
2,An Adaptive Pricing Framework for Real-Time AI Model Service Exchange,2024,Jiashi Gao; Ziwei Wang; Xuetao Wei,10.1109/TNSE.2024.3432917,https://www.semanticscholar.org/paper/1caed25e5e225a1586c64de25513a5a47f314dd7,JournalArticle,Semantic Scholar,AI model configuration management baseline revalidation
2,Assessing Code Clone Detection Capabilities of Large Language Models on Human and Ai-Generated Code: Zero-Shot and Fine-Tuning Approaches,2024,Zixian Zhang; Takfarinas Saber,10.2139/ssrn.4979508,https://doi.org/10.2139/ssrn.4979508,posted-content,Crossref,human oversight AI generated code review
2,Authorship and AI tools,2024,,10.24318/ccvrzbms,https://doi.org/10.24318/ccvrzbms,report,Crossref,evidence self-authorship AI agent
2,Autonomous Vehicles: Evolution of Artificial Intelligence and the Current Industry Landscape,2024,Divya Garikapati; Sneha Sudhir Shetiya,https://doi.org/10.3390/bdcc8040042,https://doi.org/10.3390/bdcc8040042,article,OpenAlex,assurance case autonomous AI agent
2,Behavioural consequence,2024,,10.32388/rs2rj8,https://doi.org/10.32388/rs2rj8,reference-entry,Crossref,consequence graded software change control
2,Development in times of hype: How freelancers explore Generative AI?,2024,Mateusz Dolata; Norbert de Lange; Gerhard Schwabe,https://doi.org/10.1145/3597503.3639111,https://doi.org/10.1145/3597503.3639111,conference-paper,OpenAlex,continuous assurance AI systems revalidation
2,Generative AI in higher education: A global perspective of institutional adoption policies and guidelines,2024,Yueqiao Jin; Lixiang Yan; Vanessa Echeverría; Dragan Gašević; Roberto Martínez‐Maldonado,https://doi.org/10.1016/j.caeai.2024.100348,https://doi.org/10.1016/j.caeai.2024.100348,article,OpenAlex,solver verifier independence AI
2,Hacking Meaning and Influence in the (Dis)Information Age,2024,Stephen R. Barnard,10.1093/oso/9780197570272.003.0005,https://doi.org/10.1093/oso/9780197570272.003.0005,book-chapter,Crossref,grader hacking reward hacking evaluator manipulation agent
2,Innovation or Imitation? A Critical Analysis of AI-Authored vs. Human-Authored Scientific Papers,2024,Corinna Hörmann; Lisa Kuka; Anneliese Fraser; Barbara Sabitzer,10.5220/0012712400003693,https://doi.org/10.5220/0012712400003693,proceedings-article,Crossref,actor authored evidence acceptance gate
2,Integrating Artificial Intelligence and Advanced Computing Models to Reduce Logistics Delays in Pharmaceutical Distribution,2024,Rifat Chowdhury; Rebeka Sultana,https://doi.org/10.63125/t1kx4448,https://doi.org/10.63125/t1kx4448,article,OpenAlex,AI model configuration management baseline revalidation
2,Not My Voice! A Taxonomy of Ethical and Safety Harms of Speech Generators,2024,Wiebke Hutiri; Orestis Papakyriakopoulos; Alice Xiang,https://doi.org/10.1145/3630106.3658911,https://doi.org/10.1145/3630106.3658911,conference-paper,OpenAlex,generator evaluator collusion language model
2,Policy advice and best practices on bias and fairness in AI,2024,José M. Álvarez; Alejandra Bringas Colmenarejo; Alaa Elobaid; Simone Fabbrizzi; Miriam Fahimi; Antonio Ferrara; Siamak Ghodsi; Carlos Mougan,https://doi.org/10.1007/s10676-024-09746-w,https://doi.org/10.1007/s10676-024-09746-w,article,OpenAlex,AI agent execution provenance evidence tracing
2,Privacy and Security Concerns in Generative AI: A Comprehensive Survey,2024,Abenezer Golda; Kidus Abebe Mekonen; Amit Pandey; Anushka Singh; Vikas Hassija; Vinay Chamola; Biplab Sikdar,https://doi.org/10.1109/access.2024.3381611,https://doi.org/10.1109/access.2024.3381611,article,OpenAlex,separation of duties AI engineering agents
2,Quality of AI-Generated vs. Human-Generated Code,2024,Tasneem Muhammed Eltabakh; Nada Nabil Soudi; Doaa Shawky,10.1109/iccta64612.2024.10974782,https://doi.org/10.1109/iccta64612.2024.10974782,proceedings-article,Crossref,human oversight AI generated code review
2,Recommendations for using artificial intelligence in clinical flow cytometry,2024,David P. Ng; Paul D. Simonson; Attila Tárnok; Fabienne Lucas; Wolfgang Kern; Nina Rolf; Goce Bogdanoski; Cherie Green,https://doi.org/10.1002/cyto.b.22166,https://doi.org/10.1002/cyto.b.22166,article,OpenAlex,continuous assurance AI systems revalidation
2,Sycophancy to Subterfuge: Investigating Reward-Tampering in Large Language Models,2024,Carson Denison; Monte MacDiarmid; Fazl Barez; David Duvenaud; Shauna Kravec; Samuel Marks; Nicholas Schiefer; Ryan Soklaski,https://doi.org/10.48550/arxiv.2406.10162,http://arxiv.org/abs/2406.10162,preprint,OpenAlex,grader hacking reward hacking evaluator manipulation agent
2,The Crowdless Future? Generative AI and Creative Problem-Solving,2024,Léonard Boussioux; Jacqueline N. Lane; Miaomiao Zhang; Vladimir Jaćimović; Karim R. Lakhani,https://doi.org/10.1287/orsc.2023.18430,https://doi.org/10.1287/orsc.2023.18430,article,OpenAlex,evidence self-authorship AI agent
2,The promise and challenges of generative AI in education,2024,Michail N. Giannakos; Roger Azevedo; Peter Brusilovsky; Mutlu Cukurova; Yannis Dimitriadis; Davinia Hernández‐Leo; Sanna Järvelä; Manolis Mavrikis,https://doi.org/10.1080/0144929x.2024.2394886,https://doi.org/10.1080/0144929x.2024.2394886,article,OpenAlex,AI-assisted software assurance independent review
2,Toward a responsible future: recommendations for AI-enabled clinical decision support,2024,Steven E. Labkoff; Bilikis Oladimeji; Joseph Kannry; Anthony Solomonides; Russell Leftwich; Eileen Koski; Amanda L. Joseph; Mónica López-González,https://doi.org/10.1093/jamia/ocae209,https://doi.org/10.1093/jamia/ocae209,article,OpenAlex,continuous assurance AI systems revalidation
2,"A Survey on ChatGPT: AI–Generated Contents, Challenges, and Solutions",2023,Yuntao Wang; Yanghe Pan; Miao Yan; Zhou Su; Tom H. Luan,https://doi.org/10.1109/ojcs.2023.3300321,https://doi.org/10.1109/ojcs.2023.3300321,article,OpenAlex,AI agent execution provenance evidence tracing
2,A critical analysis of the integration of blockchain and artificial intelligence for supply chain,2023,Vincent Charles; Ali Emrouznejad; Tatiana Gherman,https://doi.org/10.1007/s10479-023-05169-w,https://doi.org/10.1007/s10479-023-05169-w,article,OpenAlex,AI agent execution provenance evidence tracing
2,AI in drug discovery and its clinical relevance,2023,Rizwan Qureshi; Muhammad Irfan; Taimoor Muzaffar Gondal; Sheheryar Khan; Jia Wu; Muhammad Usman Hadi; John V. Heymach; Xiuning Le,https://doi.org/10.1016/j.heliyon.2023.e17575,https://doi.org/10.1016/j.heliyon.2023.e17575,article,OpenAlex,evidence self-authorship AI agent
2,Academic Integrity considerations of AI Large Language Models in the post-pandemic era: ChatGPT and beyond,2023,Mike Perkins,https://doi.org/10.53761/1.20.02.07,https://doi.org/10.53761/1.20.02.07,article,OpenAlex,generator evaluator collusion language model
2,An Ethical Framework for Hacking Operations,2023,Ross W. Bellaby,10.1332/policypress/9781529231816.003.0003,https://doi.org/10.1332/policypress/9781529231816.003.0003,book-chapter,Crossref,grader hacking reward hacking evaluator manipulation agent
2,An Overview of Catastrophic AI Risks,2023,Dan Hendrycks; Mantas Mazeika; Thomas Woodside,https://doi.org/10.48550/arxiv.2306.12001,http://arxiv.org/abs/2306.12001,preprint,OpenAlex,separation of duties AI engineering agents
2,Artificial Intelligence Risk Management Framework (AI RMF 1.0),2023,Elham Tabassi,https://doi.org/10.6028/nist.ai.100-1,https://doi.org/10.6028/nist.ai.100-1,report,OpenAlex,AI-assisted software assurance independent review
2,"Artificial intelligence in language instruction: impact on English learning achievement, L2 motivation, and self-regulated learning",2023,Ling Wei,https://doi.org/10.3389/fpsyg.2023.1261955,https://doi.org/10.3389/fpsyg.2023.1261955,article,OpenAlex,evidence self-authorship AI agent
2,Beyond Self-Authorship,2023,Kelli Zaytoun,10.4324/9781003444213-12,https://doi.org/10.4324/9781003444213-12,book-chapter,Crossref,evidence self-authorship AI agent
2,Bridging Intelligence and Instinct: A New Control Paradigm for Autonomous Robots,2023,Shimian Zhang,10.48550/arXiv.2307.10690,https://www.semanticscholar.org/paper/05d5e6dba2b49c55433b548c84e14547729f0fe0,JournalArticle,Semantic Scholar,assurance case autonomous AI agent
2,Challenges and Opportunities of Generative AI for Higher Education as Explained by ChatGPT,2023,Rosario Michel‐Villarreal; Eliseo Luis Vilalta-perdomo; David Ernesto Salinas-Navarro; Ricardo Thierry-Aguilera; Flor Silvestre Gerardou,https://doi.org/10.3390/educsci13090856,https://doi.org/10.3390/educsci13090856,article,OpenAlex,human oversight AI generated code review
2,Chatting about ChatGPT: how may AI and GPT impact academia and libraries?,2023,Brady Lund; Ting Wang,https://doi.org/10.1108/lhtn-01-2023-0009,https://openalex.org/W4320495408,article,OpenAlex,human oversight AI generated code review
2,Explainable Artificial Intelligence (XAI): What we know and what is left to attain Trustworthy Artificial Intelligence,2023,Sajid Ali; Tamer Abuhmed; Shaker El–Sappagh; Khan Muhammad; José M. Alonso; Roberto Confalonieri; Riccardo Guidotti; Javier Del Ser,https://doi.org/10.1016/j.inffus.2023.101805,https://doi.org/10.1016/j.inffus.2023.101805,article,OpenAlex,AI agent runtime governance policy actions
2,From human writing to artificial intelligence generated text: examining the prospects and potential threats of ChatGPT in academic writing,2023,Ismail Dergaa; Karim Chamari; Piotr Żmijewski; Helmi Ben Saad,https://doi.org/10.5114/biolsport.2023.125623,https://doi.org/10.5114/biolsport.2023.125623,article,OpenAlex,human oversight AI generated code review
2,Generative AI,2023,Stefan Feuerriegel; Jochen Hartmann; Christian Janiesch; Patrick Zschech,https://doi.org/10.1007/s12599-023-00834-7,https://doi.org/10.1007/s12599-023-00834-7,article,OpenAlex,AI coding agent reviewability acceptance evidence
2,"Hacks, Hackers and Political Hacking",2023,Ross W. Bellaby,10.1332/policypress/9781529231816.003.0002,https://doi.org/10.1332/policypress/9781529231816.003.0002,book-chapter,Crossref,grader hacking reward hacking evaluator manipulation agent
2,HistoTrust: tracing AI behavior with secure hardware and blockchain technology,2023,Dylan Paulin; Raphaël Joud; Christine Hennebert; Pierre-Alain Moëllic; Thibault Franco-Rondisson; Romain Jayles,https://doi.org/10.1007/s12243-022-00943-6,https://doi.org/10.1007/s12243-022-00943-6,article,OpenAlex,AI agent execution provenance evidence tracing
